condition,structure_rank,seed,sample,cif_path,PC1,PC2
WT mono apo,989,79,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-79_sample-0/model.cif,21.25406145185273,3.295859240342221
WT mono apo,990,155,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-155_sample-4/model.cif,-24.65247568210477,-1.5033887699344795
WT mono apo,991,27,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-27_sample-0/model.cif,21.39328051277072,-1.223223588466129
WT mono apo,992,42,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-42_sample-2/model.cif,-22.27456562701165,-0.46405203785158317
WT mono apo,993,42,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-42_sample-4/model.cif,-22.73710140883068,-0.7947465992054231
WT mono apo,994,57,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-57_sample-4/model.cif,22.004239565132107,-1.482377628078948
WT mono apo,995,192,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-192_sample-4/model.cif,20.433715378755085,-1.217456426171008
WT mono apo,996,1,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-1_sample-3/model.cif,-24.650579641668337,-0.11331557301897649
WT mono apo,997,179,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-179_sample-0/model.cif,20.482353180222884,3.2194655656793585
WT mono apo,998,152,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-152_sample-0/model.cif,-24.091863587679406,-0.9000796981669948
WT mono apo,999,87,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-87_sample-3/model.cif,-23.57636534249975,3.9279727521465566
WT mono apo,1000,33,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-33_sample-1/model.cif,21.05736522235691,-1.003950284757696
WT mono apo,1001,69,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-69_sample-2/model.cif,21.488812543852838,-1.016927161763265
WT mono apo,1002,85,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-85_sample-3/model.cif,20.631668661180154,-1.2728634013895825
WT mono apo,1003,196,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-196_sample-2/model.cif,-24.216390044000367,-0.569788626348971
WT mono apo,1004,178,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-178_sample-1/model.cif,21.378818661864372,-1.3084087698535258
WT mono apo,1005,160,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-160_sample-2/model.cif,20.279545561472865,-1.0759184019285402
WT mono apo,1006,104,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-104_sample-1/model.cif,-22.672197897250644,-0.8039535902565044
WT mono apo,1007,137,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-137_sample-4/model.cif,-24.304909997272734,3.082287881862903
WT mono apo,1008,221,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-221_sample-2/model.cif,-22.916579588800506,-0.7448915204147849
WT mono apo,1009,186,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-186_sample-3/model.cif,20.421082483962376,-0.9068259287559554
WT mono apo,1010,186,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-186_sample-1/model.cif,19.633506231074747,3.005262247076861
WT mono apo,1011,113,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-113_sample-1/model.cif,20.034021375150026,-1.172817593563872
WT mono apo,1012,122,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-122_sample-2/model.cif,21.166260749355708,-1.246855586610857
WT mono apo,1013,219,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-219_sample-3/model.cif,20.179357377319917,3.018850086307273
WT mono apo,1014,56,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-56_sample-2/model.cif,21.595881732814725,-1.2014261104186317
WT mono apo,1015,40,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-40_sample-0/model.cif,21.104659269636574,2.838042651766942
WT mono apo,1016,13,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-13_sample-4/model.cif,-23.53241185630103,-0.48743426651588223
WT mono apo,1017,192,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-192_sample-3/model.cif,22.432188551929052,2.8582032046014576
WT mono apo,1018,243,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-243_sample-0/model.cif,20.593354272158326,-1.2014762957512253
WT mono apo,1019,115,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-115_sample-3/model.cif,21.31095178280629,-0.15089667138988846
WT mono apo,1020,69,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-69_sample-1/model.cif,20.453032123267686,2.954831886578974
WT mono apo,1021,20,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-20_sample-1/model.cif,20.607618626005067,-1.168328035782971
WT mono apo,1022,110,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-110_sample-2/model.cif,-22.30944237434917,-0.5574710378642109
WT mono apo,1023,164,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-164_sample-4/model.cif,21.9859480943324,-0.9843885241205261
WT mono apo,1024,204,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-204_sample-3/model.cif,20.153240790333484,-1.1930985415075923
WT mono apo,1025,41,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-41_sample-3/model.cif,21.76332858752148,-1.8776389526422947
WT mono apo,1026,141,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-141_sample-1/model.cif,21.083002075446778,-1.3665501880486712
WT mono apo,1027,150,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-150_sample-1/model.cif,21.24693387029696,3.1374162769137057
WT mono apo,1028,198,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-198_sample-0/model.cif,20.245084823833288,-1.1024088437525634
WT mono apo,1029,173,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-173_sample-3/model.cif,21.15809524031976,3.1068892148230596
WT mono apo,1030,216,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-216_sample-4/model.cif,21.2928677401422,-0.7142521591451906
WT mono apo,1031,214,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-214_sample-0/model.cif,21.441324108277755,-1.0513799813334184
WT mono apo,1032,9,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-9_sample-2/model.cif,20.39436253321611,-1.2291694001747802
WT mono apo,1033,96,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-96_sample-4/model.cif,20.852690374394204,-0.9788849158775836
WT mono apo,1034,83,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-83_sample-3/model.cif,21.904193516026623,-1.0260731478435816
WT mono apo,1035,17,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-17_sample-2/model.cif,19.83822955983475,-1.0093046719451777
WT mono apo,1036,234,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-234_sample-2/model.cif,20.535234644294757,-0.8370360173553014
WT mono apo,1037,83,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-83_sample-4/model.cif,21.857764208088586,-1.2552648781941174
WT mono apo,1038,204,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-204_sample-0/model.cif,21.513602774735617,-1.3794124734131517
WT mono apo,1039,178,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-178_sample-0/model.cif,21.03743509374364,-1.20597310110657
WT mono apo,1040,4,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-4_sample-2/model.cif,20.6209397143944,-1.2566400112591969
WT mono apo,1041,201,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-201_sample-0/model.cif,20.142052759609584,2.9623433497268805
WT mono apo,1042,247,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-247_sample-3/model.cif,20.93947613365122,2.64684061291781
WT mono apo,1043,235,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-235_sample-3/model.cif,21.519178910666014,2.8319832350849077
WT mono apo,1044,121,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-121_sample-2/model.cif,21.194302755628858,-1.0361266967026794
WT mono apo,1045,192,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-192_sample-0/model.cif,20.571426833208047,-1.1954417170385478
WT mono apo,1046,202,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-202_sample-0/model.cif,20.11926013140714,-1.0765476895117563
WT mono apo,1047,36,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-36_sample-4/model.cif,20.74399905993545,-1.1231592881483472
WT mono apo,1048,47,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-47_sample-2/model.cif,20.335587773819775,-1.6031005558202358
WT mono apo,1049,2,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-2_sample-4/model.cif,19.994621674905993,-1.2141061258401917
WT mono apo,1050,23,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-23_sample-1/model.cif,22.106078311683664,-1.37888174709895
WT mono apo,1051,113,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-113_sample-2/model.cif,21.068869540257854,-0.9798966786217117
WT mono apo,1052,185,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-185_sample-4/model.cif,21.978338519071176,2.4585145187917
WT mono apo,1053,248,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-248_sample-1/model.cif,20.46585988893091,-0.9455472538612476
WT mono apo,1054,9,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-9_sample-0/model.cif,21.528823250107983,-1.3323838141495736
WT mono apo,1055,35,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-35_sample-1/model.cif,20.852049949626004,-1.4033330193506304
WT mono apo,1056,27,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-27_sample-1/model.cif,21.234260648464808,-1.025512556769805
WT mono apo,1057,96,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-96_sample-0/model.cif,21.567862371289657,3.041643657036947
WT mono apo,1058,147,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-147_sample-2/model.cif,20.723343899619707,-1.3147290425202691
WT mono apo,1059,60,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-60_sample-1/model.cif,-23.31039952158736,3.799647176652116
WT mono apo,1060,232,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-232_sample-3/model.cif,21.183699163365386,-0.8396142372746094
WT mono apo,1061,34,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-34_sample-0/model.cif,20.86545960354833,-0.871055186138015
WT mono apo,1062,46,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-46_sample-1/model.cif,-22.780984206090096,-0.8901904603688403
WT mono apo,1063,192,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-192_sample-2/model.cif,21.119165356689013,3.0181183351725616
WT mono apo,1064,20,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-20_sample-4/model.cif,20.657666472927655,-1.3271193948999367
WT mono apo,1065,162,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-162_sample-0/model.cif,20.265532824307908,3.1216858611457137
WT mono apo,1066,56,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-56_sample-3/model.cif,21.23950935449606,-1.0827763075986239
WT mono apo,1067,177,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-177_sample-1/model.cif,-24.514658860478686,-0.38330790874275605
WT mono apo,1068,205,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-205_sample-3/model.cif,20.14492503532855,-1.4155577310702863
WT mono apo,1069,114,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-114_sample-4/model.cif,22.736044654192412,-1.2529053413295677
WT mono apo,1070,244,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-244_sample-3/model.cif,19.90669392104899,-1.1094362112984788
WT mono apo,1071,117,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-117_sample-4/model.cif,21.507344954540397,-1.0274912801216531
WT mono apo,1072,1,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-1_sample-2/model.cif,-23.36709069938926,-0.6214370348118707
WT mono apo,1073,78,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-78_sample-2/model.cif,21.34064885546094,-0.9659888347575801
WT mono apo,1074,144,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-144_sample-3/model.cif,19.92953294652302,-1.1598498773544257
WT mono apo,1075,189,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-189_sample-4/model.cif,20.26418959708615,-1.1701977144296518
WT mono apo,1076,81,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-81_sample-3/model.cif,21.88348527778723,-1.0656896319805738
WT mono apo,1077,45,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-45_sample-3/model.cif,19.799352227864638,-0.5202974173677009
WT mono apo,1078,77,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-77_sample-4/model.cif,-23.010229449177043,3.4017170766491605
WT mono apo,1079,231,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-231_sample-3/model.cif,21.6373331312117,-1.0498470383717884
WT mono apo,1080,204,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-204_sample-1/model.cif,20.300776062833553,-1.0688863741850516
WT mono apo,1081,240,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-240_sample-2/model.cif,20.44150995634007,-1.1680265313932827
WT mono apo,1082,245,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-245_sample-2/model.cif,20.372074263356463,-0.863937453678169
WT mono apo,1083,71,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-71_sample-0/model.cif,21.23050027609032,-1.3066136496992424
WT mono apo,1084,41,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-41_sample-0/model.cif,20.44073377811037,-1.1375227112638393
WT mono apo,1085,114,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-114_sample-0/model.cif,19.913898496238097,-0.8334253416977451
WT mono apo,1086,248,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-248_sample-4/model.cif,19.982646101866692,-1.1318819959565314
WT mono apo,1087,100,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-100_sample-4/model.cif,20.70933995802753,3.442167585736971
WT mono apo,1088,197,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-197_sample-1/model.cif,-24.37800790507846,-0.42084014560699073
WT mono apo,1089,183,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-183_sample-3/model.cif,21.395687308768842,-1.2467762310523895
WT mono apo,1090,13,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-13_sample-2/model.cif,-22.551268191534998,-0.2663410844149211
WT mono apo,1091,173,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-173_sample-2/model.cif,21.84887426239289,-1.1773676550647112
WT mono apo,1092,197,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-197_sample-4/model.cif,-23.825373752610673,-0.7306584857955334
WT mono apo,1093,114,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-114_sample-3/model.cif,20.576185884602978,-1.1474376394118526
WT mono apo,1094,56,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-56_sample-4/model.cif,21.429721803612445,-1.2702616022536704
WT mono apo,1095,160,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-160_sample-1/model.cif,20.471556234400982,-0.7340165978980256
WT mono apo,1096,122,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-122_sample-4/model.cif,19.89426551451269,-0.968327842524418
WT mono apo,1097,34,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-34_sample-2/model.cif,20.631847877161672,3.6494120256590774
WT mono apo,1098,193,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-193_sample-4/model.cif,20.892099458920132,-0.5336354091239545
WT mono apo,1099,44,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-44_sample-1/model.cif,20.874477604199196,-1.050077422619277
WT mono apo,1100,67,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-67_sample-1/model.cif,21.163565875318763,3.246308881896689
WT mono apo,1101,133,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-133_sample-1/model.cif,-24.18158011898911,-0.8414433092689825
WT mono apo,1102,125,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-125_sample-1/model.cif,20.965229579235192,-1.4673882539250571
WT mono apo,1103,119,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-119_sample-3/model.cif,20.21228547240356,-1.1237405189436762
WT mono apo,1104,46,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-46_sample-4/model.cif,-24.884459171485798,-1.0066117405915447
WT mono apo,1105,74,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-74_sample-1/model.cif,-21.87669948071795,-0.33377856047340715
WT mono apo,1106,216,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-216_sample-1/model.cif,19.901701330875223,-1.1183564410628954
WT mono apo,1107,159,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-159_sample-4/model.cif,21.532447822930777,-1.0370021057762624
WT mono apo,1108,125,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-125_sample-3/model.cif,21.622554793255574,3.2183597015320333
WT mono apo,1109,191,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-191_sample-1/model.cif,21.302426806244682,-1.0853209989288792
WT mono apo,1110,19,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-19_sample-0/model.cif,21.14106509773207,-1.421023078213357
WT mono apo,1111,113,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-113_sample-4/model.cif,21.723938897005212,-1.0360846069573932
WT mono apo,1112,78,3,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-78_sample-3/model.cif,20.925502722235592,-1.3822405969770457
WT mono apo,1113,40,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-40_sample-1/model.cif,20.427144631081486,-1.5017723384287314
WT mono apo,1114,193,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-193_sample-0/model.cif,19.742699627308294,-1.1844780094542384
WT mono apo,1115,196,0,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-196_sample-0/model.cif,-25.38561734439089,3.544030371756413
WT mono apo,1116,102,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-102_sample-4/model.cif,20.311715324457186,-0.9908108997700226
WT mono apo,1117,27,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-27_sample-4/model.cif,21.765811333959466,-1.2005034535454397
WT mono apo,1118,194,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-194_sample-4/model.cif,20.4359906500701,3.4497553860367223
WT mono apo,1119,144,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-144_sample-2/model.cif,20.159067620597824,-0.9030457850342672
WT mono apo,1120,95,1,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-95_sample-1/model.cif,20.512300738058883,-1.0298581306149364
WT mono apo,1121,119,4,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-119_sample-4/model.cif,22.12580203310089,-1.1330099566028193
WT mono apo,1122,41,2,/scratch4/jgray21/zhuggan1/repos/ER_Mutations/outputs/af3_wt_monomer/1a52_wt_monomer_apo/seed-41_sample-2/model.cif,20.842214979069215,-1.0540334227518477
